ID,Age,Attrition,AttritionBinary,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,DailyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
477,37,No,0,Travel_Rarely,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,342,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0
478,26,No,0,Travel_Rarely,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,775,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
479,52,No,0,Travel_Rarely,Research & Development,8,4,Other,1,1409,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,258,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4
480,37,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,15471,161,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
481,29,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373,6225,136,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
482,31,No,0,Travel_Rarely,Research & Development,11,4,Life Sciences,1,895,4,Male,48,3,1,Research Scientist,4,Married,2356,14871,1222,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
483,34,No,0,Travel_Frequently,Research & Development,22,4,Other,1,1932,3,Male,86,2,2,Research Scientist,4,Married,5747,26496,735,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11
484,56,No,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,713,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
488,31,No,0,Travel_Rarely,Research & Development,26,1,Life Sciences,1,16,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,670,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
490,34,No,0,Travel_Rarely,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,970,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
491,49,No,0,Travel_Frequently,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,18665,25594,636,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
492,50,No,0,Travel_Rarely,Research & Development,28,3,Life Sciences,1,1317,4,Female,43,3,4,Research Director,1,Married,16880,22422,1322,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
493,29,No,0,Travel_Rarely,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,469,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
494,35,No,0,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1529,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1029,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
495,36,No,0,Travel_Rarely,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,6060,1266,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7
496,51,No,0,Travel_Rarely,Sales,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,Married,16307,5594,1318,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17
497,45,No,0,Travel_Rarely,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,192,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
498,37,No,0,Travel_Frequently,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,889,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
499,36,No,0,Travel_Rarely,Research & Development,27,3,Medical,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,1299,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
500,39,No,0,Non-Travel,Sales,21,4,Life Sciences,1,1929,1,Female,32,1,2,Sales Executive,3,Married,5736,3987,1251,6,Y,No,19,3,3,80,1,10,1,3,3,2,1,2
504,29,No,0,Travel_Rarely,Research & Development,21,4,Life Sciences,1,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1389,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8
505,47,No,0,Travel_Rarely,Research & Development,2,4,Medical,1,1443,1,Female,82,3,4,Research Director,3,Married,17169,26703,359,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
506,32,No,0,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1555,4,Female,67,2,2,Research Scientist,2,Married,5878,15624,824,3,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
508,51,No,0,Travel_Frequently,Sales,2,3,Marketing,1,1391,2,Male,52,3,3,Sales Executive,2,Married,10596,15395,541,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
509,37,No,0,Travel_Frequently,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,2539,319,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
511,38,No,0,Travel_Rarely,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,345,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
512,39,No,0,Non-Travel,Research & Development,25,2,Life Sciences,1,1397,3,Male,71,3,3,Healthcare Representative,3,Married,10920,3449,1485,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
513,32,No,0,Travel_Frequently,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,585,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
514,33,No,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,13458,15146,515,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12
515,21,No,0,Non-Travel,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,895,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
516,51,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,1302,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
518,42,No,0,Travel_Rarely,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766,8952,855,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
519,30,No,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,1138,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
521,34,No,0,Travel_Frequently,Research & Development,16,4,Life Sciences,1,838,3,Female,100,2,1,Research Scientist,4,Single,2553,8306,702,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3
523,45,No,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,1339,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
524,49,No,0,Travel_Rarely,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1245,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
525,59,No,0,Travel_Rarely,Research & Development,3,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,142,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
526,53,No,0,Travel_Frequently,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,124,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
527,45,No,0,Travel_Rarely,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,1268,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
528,31,No,0,Travel_Rarely,Research & Development,11,2,Medical,1,1251,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1332,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1
529,35,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,105,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1214,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4
531,38,No,0,Travel_Rarely,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,330,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
532,36,No,0,Travel_Rarely,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,884,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0
533,29,No,0,Travel_Rarely,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1252,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
534,32,No,0,Non-Travel,Research & Development,15,4,Medical,1,1955,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,1146,5,Y,No,18,3,2,80,1,9,6,3,5,1,1,2
536,43,No,0,Non-Travel,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,1344,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
537,38,No,0,Travel_Rarely,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,130,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
538,42,No,0,Travel_Rarely,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,544,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0
540,42,No,0,Travel_Rarely,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,647,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5
541,30,No,0,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,853,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9
542,33,No,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,867,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6
543,27,No,0,Non-Travel,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1450,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
544,38,No,0,Travel_Rarely,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,1261,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
545,34,No,0,Travel_Rarely,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,121,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
546,34,No,0,Travel_Rarely,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,678,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
547,49,No,0,Travel_Rarely,Research & Development,8,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,22477,527,4,Y,No,11,3,3,80,1,29,3,2,26,9,1,7
548,40,No,0,Travel_Frequently,Research & Development,16,4,Medical,1,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,720,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0
549,38,No,0,Travel_Rarely,Research & Development,25,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,12061,26707,849,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
550,45,No,0,Travel_Rarely,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,788,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
551,41,No,0,Travel_Rarely,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,5,Manager,3,Married,19189,19562,314,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
552,28,No,0,Travel_Rarely,Human Resources,8,2,Medical,1,869,2,Male,63,2,1,Human Resources,4,Divorced,4936,23965,1169,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4
553,36,No,0,Travel_Frequently,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,1213,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8
554,48,No,0,Travel_Rarely,Research & Development,20,4,Medical,1,945,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,1469,4,Y,No,17,3,1,80,2,13,2,2,0,0,0,0
555,40,No,0,Non-Travel,Research & Development,9,5,Life Sciences,1,287,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,1151,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
556,37,No,0,Travel_Rarely,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,558,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
557,54,No,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,548,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
558,34,No,0,Travel_Rarely,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,254,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
559,42,No,0,Travel_Rarely,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,933,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
560,26,No,0,Travel_Rarely,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,933,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7
561,36,No,0,Travel_Frequently,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,1480,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
562,58,No,0,Travel_Frequently,Research & Development,15,4,Life Sciences,1,1837,1,Male,87,3,4,Research Director,3,Married,15787,21624,1216,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2
563,27,No,0,Travel_Rarely,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,1134,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
564,31,No,0,Non-Travel,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,26862,697,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
565,30,No,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,921,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
566,44,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,1037,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
567,32,No,0,Travel_Rarely,Research & Development,2,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,128,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
569,42,No,0,Travel_Rarely,Sales,14,2,Medical,1,936,3,Female,68,2,2,Sales Executive,3,Single,6244,7824,462,7,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
570,50,No,0,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,939,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
571,41,No,0,Travel_Rarely,Sales,8,3,Marketing,1,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,337,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4
573,28,No,0,Travel_Frequently,Sales,1,2,Life Sciences,1,1927,3,Male,42,2,2,Sales Executive,4,Married,6834,19255,783,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7
574,34,No,0,Travel_Rarely,Sales,8,2,Technical Degree,1,1823,2,Male,92,4,2,Sales Executive,3,Married,6799,22128,810,1,Y,No,21,4,3,80,2,10,5,3,10,8,4,8
575,26,No,0,Travel_Rarely,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,703,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
576,37,No,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1115,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
577,38,No,0,Travel_Rarely,Sales,1,3,Life Sciences,1,1961,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,1404,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
578,44,No,0,Non-Travel,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,981,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
579,39,No,0,Travel_Frequently,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,711,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
580,29,No,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1329,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
581,25,No,0,Travel_Rarely,Research & Development,19,1,Medical,1,1358,4,Male,67,3,1,Laboratory Technician,4,Married,3669,9075,882,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
582,42,No,0,Travel_Rarely,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15992,15901,810,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0
583,38,No,0,Travel_Rarely,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,833,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
584,28,No,0,Travel_Rarely,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,760,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
585,44,No,0,Travel_Rarely,Research & Development,10,4,Other,1,40,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,1459,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3
586,40,No,0,Travel_Rarely,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,905,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
587,38,No,0,Non-Travel,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,573,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
589,37,No,0,Travel_Rarely,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,1462,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
590,35,No,0,Travel_Rarely,Research & Development,23,4,Medical,1,75,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,1142,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2
591,22,No,0,Non-Travel,Research & Development,26,2,Other,1,1605,2,Female,85,2,1,Research Scientist,3,Married,2814,10293,457,1,Y,Yes,14,3,2,80,0,4,2,2,4,2,1,3
594,49,No,0,Travel_Rarely,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,3211,22102,722,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
595,40,No,0,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,884,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
596,33,No,0,Travel_Rarely,Sales,1,3,Medical,1,855,1,Male,48,4,2,Sales Executive,1,Divorced,4037,21816,586,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
597,35,No,0,Travel_Rarely,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,672,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8
598,40,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,555,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
599,27,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,155,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
601,24,No,0,Non-Travel,Sales,13,2,Life Sciences,1,1495,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,830,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
602,32,No,0,Non-Travel,Research & Development,1,4,Technical Degree,1,1574,4,Male,62,3,2,Research Scientist,1,Married,4087,25174,1200,4,Y,No,14,3,2,80,1,9,3,2,6,5,1,2
603,30,No,0,Travel_Rarely,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,11416,17802,153,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
604,29,No,0,Travel_Rarely,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1401,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
606,53,No,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,14814,13514,970,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
607,59,No,0,Travel_Frequently,Sales,1,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,1225,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3
608,38,No,0,Travel_Rarely,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,322,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
609,26,No,0,Travel_Rarely,Research & Development,7,3,Other,1,1417,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,652,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
610,33,No,0,Non-Travel,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,1038,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
611,35,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,5363,10846,817,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
612,41,No,0,Non-Travel,Research & Development,2,4,Other,1,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,509,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
615,30,No,0,Travel_Rarely,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,231,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
616,34,No,0,Travel_Rarely,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1157,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
617,33,No,0,Travel_Rarely,Research & Development,4,4,Medical,1,1502,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,1099,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2
618,44,No,0,Travel_Rarely,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,1488,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
619,39,No,0,Travel_Rarely,Research & Development,6,1,Medical,1,2062,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,613,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
620,35,No,0,Non-Travel,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,727,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
622,47,No,0,Travel_Frequently,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1379,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
623,34,No,0,Travel_Rarely,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,182,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
624,35,No,0,Travel_Rarely,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1146,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
626,27,No,0,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,2517,3208,1167,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
627,24,No,0,Travel_Rarely,Sales,4,1,Medical,1,1445,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1476,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
628,38,No,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,343,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9
629,55,No,0,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,1091,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
630,34,No,0,Travel_Rarely,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1442,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
631,55,No,0,Travel_Rarely,Research & Development,2,4,Technical Degree,1,1873,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,836,8,Y,No,20,4,2,80,1,19,2,4,5,2,0,4
632,34,No,0,Travel_Rarely,Sales,1,3,Marketing,1,1950,1,Male,32,3,3,Sales Executive,4,Single,9888,6770,937,1,Y,No,21,4,1,80,0,14,3,2,14,8,2,1
633,38,No,0,Travel_Rarely,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,1035,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
634,36,No,0,Travel_Rarely,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,922,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
635,43,No,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,1001,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
636,35,No,0,Travel_Frequently,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,636,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2
637,42,No,0,Travel_Rarely,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,469,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
638,34,No,0,Travel_Rarely,Sales,13,4,Medical,1,1951,4,Male,39,3,3,Sales Executive,3,Divorced,8628,22914,1239,1,Y,No,18,3,3,80,1,9,2,2,8,7,1,1
